Ingredient	DBpedia_link_via_stringmatch	Judgment_stringmatch	Scientific_name_via_stringmatch	dbpedia-en_via_stringmatch	DBpedia_via_spotlight	Judgment_spotlight	spotlight_conf	spotlight_support	Scientific_name_via_spotlight	dbpedia-en_via_spotlight	
geraspte oude Goudse kaas 48+		0			http://nl.dbpedia.org/resource/Goudse_kaas	1	0.9999999999	51		http://dbpedia.org/resource/Gouda_cheese	
groentesaus kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9993557291	1212		http://dbpedia.org/resource/Cheese	
uienpoeder		0				0					
chocoladestaafjes		0				0					
gezouten roomboter		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975874451	412		http://dbpedia.org/resource/Butter	
olijfolie citroen		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999998059	218		http://dbpedia.org/resource/Olive_oil	
ouzo	http://nl.dbpedia.org/resource/Ouzo	1		http://dbpedia.org/resource/Ouzo	http://nl.dbpedia.org/resource/Ouzo	1	0.9999991027	20		http://dbpedia.org/resource/Ouzo	
minimaiskolfjes		0				0					
reepje pure chocolade		0			http://nl.dbpedia.org/resource/Chocolade	1	0.9999999662	527		http://dbpedia.org/resource/Chocolate	
rauwe en gepelde roze garnalen		0			http://nl.dbpedia.org/resource/Garnalen	1	0.99985662	3679	Caridea	http://dbpedia.org/resource/Caridea	
zongedroogde tomatentapenade		0				0					
tofu naturel		0			http://nl.dbpedia.org/resource/Tofoe	1	0.9999992397	62		http://dbpedia.org/resource/Tofu	
sorbetijs mango		0			http://nl.dbpedia.org/resource/Mango_(soort)	1	0.9941731138	170		http://dbpedia.org/resource/Mangifera_indica	
kalkoenfilet à la minute		0				0					
thousand islands sladressing		0				0					
chocoglazuur		0				0					
herfstbok		0			http://nl.dbpedia.org/resource/Herfstbok	1	0.9999989755	18			
worteltortilla		0				0					
eikenbladsla melange		0				0					
pindapepsel		0				0					
granola	http://nl.dbpedia.org/resource/Granola	1		http://dbpedia.org/resource/Granola		0					
agaragar		0			http://nl.dbpedia.org/resource/Agar_(bindmiddel)	1	0.9796642835	48		http://dbpedia.org/resource/Agar	
wasabipasta		0				0					
chili seasoning mix		0				0					
wok essentials teriyaki		0				0					
tabasco red peppersauce		0			http://nl.dbpedia.org/resource/Tabasco_(saus)	1	0.9414222564	41		http://dbpedia.org/resource/Tabasco_sauce	
citroenrasp		0				0					
droge sherry		0				0					
gerookte magere spekblokjes		0				0					
tricolor kluitsla		0				0					
zalmhaas		0				0					
pindakaas met stukjes noot		0			http://nl.dbpedia.org/resource/Pindakaas	1	0.9999983614	47		http://dbpedia.org/resource/Peanut_butter	
henneppoeder		0				0					
baharat		0				0					
wilde roze zalm		0			http://nl.dbpedia.org/resource/Roze_zalm	1	1	29		http://dbpedia.org/resource/Pink_salmon	
rösties		0				0					
shoarmabroodje		0				0					
kaneelsuiker		0				0					
knispers chocolademix		0				0					
kruidenazijn		0				0					
whisky	http://nl.dbpedia.org/resource/Whisky	1		http://dbpedia.org/resource/Whisky	http://nl.dbpedia.org/resource/Whisky	1	0.9999991355	495		http://dbpedia.org/resource/Whisky	
lasagne all’uovo		0			http://nl.dbpedia.org/resource/Lasagne	1	0.9999993057	30		http://dbpedia.org/resource/Lasagne	
melkwitte bakkerspunten		0				0					
champignonroerbakmix		0				0					
nougatine		0				0					
anijscress		0				0					
mix voor tjaptjoi		0				0					
oranje paprika		0			http://nl.dbpedia.org/resource/Paprika	1	0.9999995056	150		http://dbpedia.org/resource/Bell_pepper	
thousand Island-dressing		0				0					
tomtrostomaat		0				0					
olijfolie truffelaroma		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
vijgenbrood		0				0					
coquilles met citroenboter		0				0					
partysticks zoetzuur		0				0					
glittersuiker		0				0					
donker roggebrood		0			http://nl.dbpedia.org/resource/Roggebrood	1	0.9999773683	46		http://dbpedia.org/resource/Rye_bread	
La Trappe Isid' or		0			http://nl.dbpedia.org/resource/Abdij_Notre-Dame_de_la_Grande_Trappe	0	0.9899773135	41		http://dbpedia.org/resource/La_Trappe_Abbey	
bruschetta's		0				0					
sugo piccante		0				0					
aardappelgratin naturel		0				0					
Hollandse blauwaderkaas		0			http://nl.dbpedia.org/resource/Blauwschimmelkaas	1	0.9800710273	49		http://dbpedia.org/resource/Blue_cheese	
tuinkruidensoepgroenten		0				0					
woksaus ginger		0				0					
sardines in olie		0				0					
gemarineerde varkensribeyes		0			http://nl.dbpedia.org/resource/Marinade	0	0.999998305	39		http://dbpedia.org/resource/Marination	
zalmcarpaccio		0				0					
avocadodressing		0				0					
Frans stokbrood		0			http://nl.dbpedia.org/resource/Frankrijk	0	0.7961481632	98546		http://dbpedia.org/resource/France	
choco-koekrolletjes		0				0					
runderknakworstjes		0				0					
olijfolie extra vierge met citroenaroma		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999995975	218		http://dbpedia.org/resource/Olive_oil	
Kaapse goudbes		0				0					
Spaanse clementine mandarijnensap		0			http://nl.dbpedia.org/resource/Spanje	0	0.9988317383	33025		http://dbpedia.org/resource/Spain	
pompoenpitolie		0				0					
zilveruitjes zoetzuur		0				0					
rijstwijn	http://nl.dbpedia.org/resource/Rijstwijn	1		http://dbpedia.org/resource/Rice_wine	http://nl.dbpedia.org/resource/Rijstwijn	1	0.8892949057	17		http://dbpedia.org/resource/Rice_wine	
passiefruitsorbetijs		0				0					
pils	http://nl.dbpedia.org/resource/Pils	1		http://dbpedia.org/resource/Pilsner	http://nl.dbpedia.org/resource/Pils	1	0.9999971944	456		http://dbpedia.org/resource/Pilsner	
grofvolkorenbrood		0				0					
hertencarpaccio		0				0					
Cointreau	http://nl.dbpedia.org/resource/Cointreau	1		http://dbpedia.org/resource/Cointreau	http://nl.dbpedia.org/resource/Cointreau	1	0.9999992715	27		http://dbpedia.org/resource/Cointreau	
saladbar Caesar salade		0			http://nl.dbpedia.org/resource/Julius_Caesar	0	0.9999548206	2337		http://dbpedia.org/resource/Julius_Caesar	
gerookte scharrelkipfilet		0				0					
boerenkaas		0				0					
partybroodjes		0				0					
takje tijm		0			http://nl.dbpedia.org/resource/Tijm	1	0.9999974682	117	Thymus	http://dbpedia.org/resource/Thymus_(plant)	
witte kaas met olijven en knoflook in olie		0			http://nl.dbpedia.org/resource/Kaas	1	0.999992985	1212		http://dbpedia.org/resource/Cheese	
korianderzaadjes		0				0					
bloemkoo		0				0					
granaatappel	http://nl.dbpedia.org/resource/Granaatappel	1	Punica granatum	http://dbpedia.org/resource/Pomegranate	http://nl.dbpedia.org/resource/Granaatappel	1	0.9999990559	81	Punica granatum	http://dbpedia.org/resource/Pomegranate	
boemboe voor bahmi goreng		0				0					
ansjovisfilets in olijfolie		0			http://nl.dbpedia.org/resource/Olijfolie	0	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
pizzasaus aromatizzata		0				0					
fijne tuinbonen		0			http://nl.dbpedia.org/resource/Tuinboon	1	0.9999989554	61	Vicia faba	http://dbpedia.org/resource/Vicia_faba	
versgemalen koffie		0			http://nl.dbpedia.org/resource/Koffie	1	0.9999745889	1295		http://dbpedia.org/resource/Coffee	
kabeljauwfilet of -haasjes		0				0					
gesneden ijsbergsla		0			http://nl.dbpedia.org/resource/IJsbergsla	1	0.9999985931	22			
sweet woksaus		0				0					
srirachasaus		0				0					
witte bollen		0				0					
Indonesische		0			http://nl.dbpedia.org/resource/Indonesië	1	0.9578793103	52040		http://dbpedia.org/resource/Indonesia	
citroenolie		0				0					
Italiaanse kruidenolie		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
zoete		0				0					
pinda's ongezouten		0				0					
tobasco		0				0					
aardappels		0				0					
makreelfilet in tomatensaus		0			http://nl.dbpedia.org/resource/Tomatensaus	1	0.9750215596	19		http://dbpedia.org/resource/Tomato_sauce	
vega groenteballetjes		0				0					
kookzuivel		0				0					
milde vanilleyoghurt		0				0					
Aardappel Anders bacon ui		0			http://nl.dbpedia.org/resource/Aardappel	1	1	823	Solanum tuberosum	http://dbpedia.org/resource/Potato	
vrije uitloop ei		0				0					
Limburgse mosterd		0			http://nl.dbpedia.org/resource/Mosterd	1	0.9991867575	187		http://dbpedia.org/resource/Mustard_(condiment)	
4-seizoenen peperkorrels		0				0					
hagelmix		0				0					
gemengde rocket slamelange		0				0					
geurloze kokosolie		0			http://nl.dbpedia.org/resource/Kokosolie	1	0.999998513	41		http://dbpedia.org/resource/Coconut_oil	
peen	http://nl.dbpedia.org/resource/Peen	1		http://dbpedia.org/resource/Peen		0					
cornichons		0				0					
roodschillige aardappelschijfjes		0				0					
gekookte rode bietjes		0				0					
mayo	http://nl.dbpedia.org/resource/Mayo	1		http://dbpedia.org/resource/Mayo		0					
varkenshaasje		0				0					
Aardappel Anders kruiden knoflook		0			http://nl.dbpedia.org/resource/Aardappel	1	1	823	Solanum tuberosum	http://dbpedia.org/resource/Potato	
4 seizoenen peper		0			http://nl.dbpedia.org/resource/Peper	1	0.9999978554	383	Piper nigrum	http://dbpedia.org/resource/Black_pepper	
kipfilet fumé		0			http://nl.dbpedia.org/resource/Kipfilet	1	0.9999971687	13			
Parmazaanse kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9993557291	1212		http://dbpedia.org/resource/Cheese	
tomaat-mascarponesaus		0				0					
yoghurtijs	http://nl.dbpedia.org/resource/Yoghurtijs	1		http://dbpedia.org/resource/Frozen_yogurt		0					
Hollandaisesaus	http://nl.dbpedia.org/resource/Hollandaisesaus	1		http://dbpedia.org/resource/Hollandaise_sauce		0					
knispers		0				0					
kerrie-ananassaus		0				0					
tomberry		0				0					
bagels		0				0					
boemboe voor bami goreng		0			http://nl.dbpedia.org/resource/Bami	0	1	26		http://dbpedia.org/resource/Bakmi	
grano padano kaas		0			http://nl.dbpedia.org/resource/Kaas	1	0.9993557291	1212		http://dbpedia.org/resource/Cheese	
Chinese roerbaksaus zoetzuur		0				0					
bosfruitijsje		0				0					
meergranen vloerkadetten		0				0					
mousserende rose		0				0					
kiwi's		0			http://nl.dbpedia.org/resource/Kiwi's	1	0.9999579399	74			
Pecorino Romano 47+		0			http://nl.dbpedia.org/resource/Pecorino	1	1	40		http://dbpedia.org/resource/Pecorino	
Italiaanse wokgroente		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
citroenschil		0			http://nl.dbpedia.org/resource/Citroen_(vrucht)	1	0.9956489424	228	Citrus limon	http://dbpedia.org/resource/Lemon	
Italiaanse roerbakgroente courgette		0			http://nl.dbpedia.org/resource/Italië	0	0.9993958779	42034		http://dbpedia.org/resource/Italy	
extra jam		0				0					
ambachtelijke mayonaise		0			http://nl.dbpedia.org/resource/Mayonaise	1	0.9999999193	115		http://dbpedia.org/resource/Mayonnaise	
gekookte en gepelde garnalen		0			http://nl.dbpedia.org/resource/Garnalen	1	0.9606174765	3679	Caridea	http://dbpedia.org/resource/Caridea	
olijfolie met witte truffelextract		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999994141	218		http://dbpedia.org/resource/Olive_oil	
Zaanlander kaas pikant		0			http://nl.dbpedia.org/resource/Kaas	1	0.999991958	1212		http://dbpedia.org/resource/Cheese	
sukade	http://nl.dbpedia.org/resource/Sukade	1		http://dbpedia.org/resource/Succade	http://nl.dbpedia.org/resource/Sukade	1	0.9999994733	26		http://dbpedia.org/resource/Succade	
bruine pistolet		0				0					
gewelde abrikozen		0			http://nl.dbpedia.org/resource/Abrikoos	1	0.9999989595	116	Prunus armeniaca	http://dbpedia.org/resource/Prunus_armeniaca	
hummus naturel		0			http://nl.dbpedia.org/resource/Hummus	1	0.9999967607	12		http://dbpedia.org/resource/Hummus	
mix voor tarly		0				0					
gevriesdroogde dille		0				0					
Bettine chevre frais		0				0					
chipolataworstjes		0				0					
Tabasco chipotle		0			http://nl.dbpedia.org/resource/Tabasco_(staat)	0	0.9581290824	155		http://dbpedia.org/resource/Tabasco	
grove havermoutvlokken		0				0					
zuurkool	http://nl.dbpedia.org/resource/Zuurkool	1		http://dbpedia.org/resource/Sauerkraut	http://nl.dbpedia.org/resource/Zuurkool	1	0.9999983981	70		http://dbpedia.org/resource/Sauerkraut	
chimichurri	http://nl.dbpedia.org/resource/Chimichurri	1		http://dbpedia.org/resource/Chimichurri		0					
gerookte kipfilets		0				0					
hazelnootlikeur		0				0					
bergjes veldsla		0			http://nl.dbpedia.org/resource/Veldsla	1	0.999991507	23		http://dbpedia.org/resource/Valerianella_locusta	
jambon d'Ardennes		0				0					
Ardenner kiprollade		0				0					
volkoren beschuiten		0				0					
mosterd-honingsaus		0				0					
Roerbaksaus Kokos-Ananas		0				0					
pappardelle pasta		0			http://nl.dbpedia.org/resource/Pasta_(deegwaar)	1	0.9943386538	175		http://dbpedia.org/resource/Pasta	
zeezoutboter		0				0					
mix gojibes		0				0					
Martini Bianco		0			http://nl.dbpedia.org/resource/Padre_Martini	0	0.9893946238	30		http://dbpedia.org/resource/Giovanni_Battista_Martini	
pastis	http://nl.dbpedia.org/resource/Pastis	1		http://dbpedia.org/resource/Pastis		0					
droge vermout		0			http://nl.dbpedia.org/resource/Vermout	1	0.9999999875	33		http://dbpedia.org/resource/Vermouth	
vastkokende aardappels		0				0					
Thaise groentenmix		0				0					
broccolirijst		0				0					
hazelnootpasta		0				0					
pittige salsadip		0				0					
kruidenmix voor kip		0			http://nl.dbpedia.org/resource/Kippenvlees	1	0.9913138665	157		http://dbpedia.org/resource/Chicken_as_food	
krabsalade		0				0					
tortillachipsnacho cheese of naturel		0				0					
ontbijtkoek	http://nl.dbpedia.org/resource/Ontbijtkoek	1		http://dbpedia.org/resource/Ontbijtkoek	http://nl.dbpedia.org/resource/Ontbijtkoek	1	0.9999992183	69		http://dbpedia.org/resource/Ontbijtkoek	
witte pistolet		0				0					
pain céréales		0				0					
rode curry pasta		0			http://nl.dbpedia.org/resource/Pasta_(deegwaar)	1	0.9943386538	175		http://dbpedia.org/resource/Pasta	
Alpro Soya cuisine		0				0					
volkorenspaghetti		0				0					
belegen geitenkaas		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999995161	33		http://dbpedia.org/resource/Goat_cheese	
scharrelvarkenshaas		0				0					
halvarine		0			http://nl.dbpedia.org/resource/Halvarine	1	0.9999996648	13			
fruitspread aardbei		0			http://nl.dbpedia.org/resource/Aardbei	1	0.9999991367	239	Fragaria	http://dbpedia.org/resource/Fragaria	
pitloze		0				0					
kabeljauwhaasjes		0				0					
zachte geitenkaas 55+		0			http://nl.dbpedia.org/resource/Geitenkaas	1	0.9999999937	33		http://dbpedia.org/resource/Goat_cheese	
halfgedroogde zontomaatjes		0				0					
olie of vet om te frituren		0			http://nl.dbpedia.org/resource/Frituren	0	0.9868307632	106		http://dbpedia.org/resource/Deep_frying	
grote witlof		0			http://nl.dbpedia.org/resource/Witlof	1	0.9999983447	89			
choco’s pinda		0			http://nl.dbpedia.org/resource/Pinda	1	0.9999987774	366	Arachis hypogaea	http://dbpedia.org/resource/Peanut	
tomatensoep basilicum		0			http://nl.dbpedia.org/resource/Basilicum_(soort)	1	0.9892858576	92			
goudsalami		0				0					
biefstukpuntjes		0				0					
Deense blauwaderkaas		0			http://nl.dbpedia.org/resource/Blauwschimmelkaas	1	0.9925584429	49		http://dbpedia.org/resource/Blue_cheese	
fijne mosterd		0			http://nl.dbpedia.org/resource/Mosterd	1	0.9991867575	187		http://dbpedia.org/resource/Mustard_(condiment)	
ananasstukjes op eigen sap		0				0					
olijven		0			http://nl.dbpedia.org/resource/Olijf	1	0.9999986803	328	Olea europaea	http://dbpedia.org/resource/Olive	
hamburgers		0				0					
kerstballen hagelmix		0				0					
gerookte lardons spekreepjes		0				0					
balade solight vloeibaar		0				0					
gesneden snijbonen		0			http://nl.dbpedia.org/resource/Snijboon	1	0.999999876	26		http://dbpedia.org/resource/Flat_bean	
olijfolie-vinaigrette		0				0					
tonijnmoot in olijfolie		0			http://nl.dbpedia.org/resource/Olijfolie	1	0.9999986665	218		http://dbpedia.org/resource/Olive_oil	
Serranoham	http://nl.dbpedia.org/resource/Serranoham	1		http://dbpedia.org/resource/Jamón_serrano		0					
macadamianoten		0				0					
vloeibare vleesbouillon		0				0					
friszoete en aromatische appel		0			http://nl.dbpedia.org/resource/Appel_(vrucht)	1	0.8972984549	536		http://dbpedia.org/resource/Apple	
frituurvet of olie		0			http://nl.dbpedia.org/resource/Frituurvet	1	0.9999999709	28			
boter om te bakken		0			http://nl.dbpedia.org/resource/Boter_(zuivel)	1	0.9975609982	412		http://dbpedia.org/resource/Butter	
prosciutto crudo		0				0					
vleesbouillontabletten		0				0					
kruidenbouillon		0				0					
kruidenmix voor boerenkool		0			http://nl.dbpedia.org/resource/Boerenkool_(groente)	0	0.9543445919	59	Brassica oleracea var. laciniata	http://dbpedia.org/resource/Kale	
lemongrass chili		0				0					
komkommersalade		0				0					
pestosaus		0				0					
grote kruimige aardappel		0			http://nl.dbpedia.org/resource/Aardappel	1	0.9999998072	823	Solanum tuberosum	http://dbpedia.org/resource/Potato	
romaine sla		0			http://nl.dbpedia.org/resource/Sla	1	0.999999939	150	Lactuca	http://dbpedia.org/resource/Lettuce	
geschrapte worteltjes		0				0					
passata		0				0					
postelein	http://nl.dbpedia.org/resource/Postelein	1		http://dbpedia.org/resource/Portulaca_oleracea	http://nl.dbpedia.org/resource/Postelein	1	0.9999970242	18		http://dbpedia.org/resource/Portulaca_oleracea	
ananasstukjes op siroop		0				0					
ongebrande amandelen		0			http://nl.dbpedia.org/resource/Keelamandel	0	0.919600494	48		http://dbpedia.org/resource/Tonsil	
honing mosterd sladressing		0			http://nl.dbpedia.org/resource/Honing	1	0.9999999237	468		http://dbpedia.org/resource/Honey	
mix voor roerbakmie		0				0					
tarwegraspoeder		0				0					
focaccia	http://nl.dbpedia.org/resource/Focaccia	1		http://dbpedia.org/resource/Focaccia	http://nl.dbpedia.org/resource/Focaccia	1	0.9999991683	13		http://dbpedia.org/resource/Focaccia	
medjouldadels zonder pit		0			http://nl.dbpedia.org/resource/Lont	0	0.9205629988	57		http://dbpedia.org/resource/Slow_match	
versgemalen vierseizoenenpeper		0				0					
chocoladecake		0				0					
gestampte muisjes		0				0					
scholfilets		0				0					
stoofpeertjes		0				0					
baguettes brood		0				0					
curry ketchup		0			http://nl.dbpedia.org/resource/Ketchup	1	0.9999999982	64		http://dbpedia.org/resource/Ketchup	
hutspotgroenten		0				0					
krieltjes met schil		0				0					
kipfilethaasje		0				0					
mandarijndressing		0				0					
raita		0				0					
Mikado king choco		0			http://nl.dbpedia.org/resource/Dani_Rowe	0	0.7638918966	25			
